Poster,Pre-Comment,Comment,Label
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,bảo vào google search nhưng search cái gì thì lại không nói =))),1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['bảo vào google search nhưng search cái gì thì lại không nói =)))', 'Hoàng Minh Quyết Đúng thật, làm em search thử xem Hi Score như trên bài đăng lên google nó ra anime :v', 'Hoàng Minh Quyết Đúng thật, làm em search thử xem Hi Score như trên bài đăng lên google nó ra anime :v', 'Hung Tran e search ""hi-score"" ko ra cái gì rồi e mới cmt =)))']","Hoàng Minh Quyết Đúng thật, làm em search thử xem Hi Score như trên bài đăng lên google nó ra anime :v",1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['bảo vào google search nhưng search cái gì thì lại không nói =)))', 'Hoàng Minh Quyết Đúng thật, làm em search thử xem Hi Score như trên bài đăng lên google nó ra anime :v', 'Hoàng Minh Quyết Đúng thật, làm em search thử xem Hi Score như trên bài đăng lên google nó ra anime :v', 'Hung Tran e search ""hi-score"" ko ra cái gì rồi e mới cmt =)))']","Hung Tran e search ""hi-score"" ko ra cái gì rồi e mới cmt =)))",1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['bảo vào google search nhưng search cái gì thì lại không nói =)))', 'Hoàng Minh Quyết Đúng thật, làm em search thử xem Hi Score như trên bài đăng lên google nó ra anime :v', 'Hoàng Minh Quyết Đúng thật, làm em search thử xem Hi Score như trên bài đăng lên google nó ra anime :v', 'Hung Tran e search ""hi-score"" ko ra cái gì rồi e mới cmt =)))']",Hoàng Minh Quyết Nó ra Hi Score Girl :v,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,Là sao ta?,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,Search pi day nha các bác,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,Game ghi nhớ số pi xong gõ lại,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['Game ghi nhớ số pi xong gõ lại', 'Nguyễn Tuấn game ngon k']",Nguyễn Tuấn game ngon k,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['Game ghi nhớ số pi xong gõ lại', 'Nguyễn Tuấn game ngon k']",Trịnh Quang Minh vc,0
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,Search hoặc đánh số. Đều ra được,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,"Game ghi nhớ số pi, cảm ứng nhầm nên max 18",1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,Đây là lỗi hay là tính năng vậy mn :v,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,"có ai nhớ 9 số đầu (one, four, one, five,... ) qua phim bảo tàng sồng như toi không :v",1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,"Ghi nhớ số Pi rồi đánh lại, mình max được 19.",1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,Hết đát :v,0
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['Hết đát :v', 'Tâm Thành Nguyễn from math import pi đi idol', 'Tâm Thành Nguyễn from math import pi đi idol', 'Hoàng Trần Nhật Minh la s idol ? :(']",Tâm Thành Nguyễn from math import pi đi idol,1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['Hết đát :v', 'Tâm Thành Nguyễn from math import pi đi idol', 'Tâm Thành Nguyễn from math import pi đi idol', 'Hoàng Trần Nhật Minh la s idol ? :(']",Hoàng Trần Nhật Minh la s idol ? :(,0
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare","['Hết đát :v', 'Tâm Thành Nguyễn from math import pi đi idol', 'Tâm Thành Nguyễn from math import pi đi idol', 'Hoàng Trần Nhật Minh la s idol ? :(']",Tâm Thành Nguyễn nho lam gi,0
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,"Nhấn số 6 mà bị lệch sang số 3, ức thật.
3.1415926535897932384(6)",1
"Quoc VietJ2TEAM Community
11 tháng 3 lúc 15:40 ·
Game nhớ số PI. Ae try hard xem nhớ đc bao nhiêu số sau số PI. Post score ae lên nhé.
Search số PI trên google là ra. Hoặc caculator.
#J2teamshare",,hết nấc r,1
