Poster,Pre-Comment,Comment,Label
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,urgot đây rồi,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Linh hồn con cua: CON C*,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",['Linh hồn con cua: CON C*'],Justin Nguyễn đừng có nhét chữ vào mồm linh hồn con cu,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Đỉnh :))) hóng các phiên bản như tôm hay cá đồ khác,1
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",['Đỉnh :))) hóng các phiên bản như tôm hay cá đồ khác'],VyKhangk Truong https://www.youtube.com/watch?v=D437T1Usl2Q,1
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Urgot :v,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Con cua tuyên bố king crab là thằng dbrr,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Khi ông anh Cơ Khí Bách Khoa không bỏ ngang sang IT,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,:((,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,urgot à :))),0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Thanh Thi,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Bộ t cần động cơ để bò để kẹp à tml linh hồn con cua ....,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,"Con cua nó comment chửi bậy quá trời nè ad ơi, death Click ơiiii",0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Linh Nguyen cua Cyborg =)))),0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax","['Linh Nguyen cua Cyborg =))))', 'Nhân Võ duma hơi bị chiến =)))))']",Nhân Võ duma hơi bị chiến =))))),1
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax","['Linh Nguyen cua Cyborg =))))', 'Nhân Võ duma hơi bị chiến =)))))']",Nhân Võ con cua in hell:,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,"sao lại hành hạ con cua như vậy, bớ min mod ơi 🤡",0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Gắt nhể,1
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,CyberCrab =)),0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Quang Hiển Quân Võ chiến,1
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,sao từ con cua thành con nhện rồi,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,King of crab,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Chết cũng không yên với mon mít nữa,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Nguyễn Thanh Hoàng Hải,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Thôi cho con cua tái sinh đi,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Xem này lại nhớ bộ phim sát nhân giết ng lấy xương chế thành mô hình búp bê 😂,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax","['Xem này lại nhớ bộ phim sát nhân giết ng lấy xương chế thành mô hình búp bê 😂', 'Công Thành Nguyễn may quá, e không cô đơn bác ạ 😆']","Công Thành Nguyễn may quá, e không cô đơn bác ạ 😆",0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax","['Xem này lại nhớ bộ phim sát nhân giết ng lấy xương chế thành mô hình búp bê 😂', 'Công Thành Nguyễn may quá, e không cô đơn bác ạ 😆']",Phan Phan,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,quả nhạc chiến vl :)) xin link,1
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",['quả nhạc chiến vl :)) xin link'],Lê Thái Dudi Dam,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Phan Xuân Chánh,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,"Cua said ""chết cũng đ yên """,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Chuyển sinh thành Urgot,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,Chết cũng éo yên : cua said,0
"Justin NguyễnJ2TEAM Community
8 giờ ·
Hơi bị CHIẾNNNNNNN 🤣
Nguồn: On vid
#j2team_share
#j2team_relax",,urgot biển sâu,0
