Poster,Pre-Comment,Comment,Label
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share",,"Cá cúi, hay đu-gông, bò biển, cá nàng tiên là một động vật ở vùng cận duyên biển nhiệt đới. Cái cúi là loài bò biển duy nhất mà phạm vi phân bố của chúng trải dài trên vùng biển của khoảng 40 quốc gia và vùng lãnh thổ trên khắp Ấn-Tây Thái Bình Dương.
Trạng thái bảo tồn: Sắp nguy cấp - tuyệt chủng (Bách khoa toàn thư về Sự sống)
Chiều dài: 2,6 m (Trưởng thành) - Bách khoa toàn thư về Sự sống
Bộ (ordo): Sirenia
Chi (genus): Dugong; Lacépède, 1799
Giới (regnum): Animalia
Họ (familia): Dugongidae; Gray, 1821
Loài (species): D. dugon",1
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share","['Cá cúi, hay đu-gông, bò biển, cá nàng tiên là một động vật ở vùng cận duyên biển nhiệt đới. Cái cúi là loài bò biển duy nhất mà phạm vi phân bố của chúng trải dài trên vùng biển của khoảng 40 quốc gia và vùng lãnh thổ trên khắp Ấn-Tây Thái Bình Dương.\nTrạng thái bảo tồn: Sắp nguy cấp - tuyệt chủng (Bách khoa toàn thư về Sự sống)\nChiều dài: 2,6 m (Trưởng thành) - Bách khoa toàn thư về Sự sống\nBộ (ordo): Sirenia\nChi (genus): Dugong; Lacépède, 1799\nGiới (regnum): Animalia\nHọ (familia): Dugongidae; Gray, 1821\nLoài (species): D. dugon', 'Justin Nguyễn y như chủ tus 🤣']",Justin Nguyễn y như chủ tus 🤣,1
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share","['Cá cúi, hay đu-gông, bò biển, cá nàng tiên là một động vật ở vùng cận duyên biển nhiệt đới. Cái cúi là loài bò biển duy nhất mà phạm vi phân bố của chúng trải dài trên vùng biển của khoảng 40 quốc gia và vùng lãnh thổ trên khắp Ấn-Tây Thái Bình Dương.\nTrạng thái bảo tồn: Sắp nguy cấp - tuyệt chủng (Bách khoa toàn thư về Sự sống)\nChiều dài: 2,6 m (Trưởng thành) - Bách khoa toàn thư về Sự sống\nBộ (ordo): Sirenia\nChi (genus): Dugong; Lacépède, 1799\nGiới (regnum): Animalia\nHọ (familia): Dugongidae; Gray, 1821\nLoài (species): D. dugon', 'Justin Nguyễn y như chủ tus 🤣']",Huonqq Viet,0
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share",,ở phú quốc cũng có nhỉ,1
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share",,LeO Nguyễn,0
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share",['LeO Nguyễn'],LeO Nguyễn Dugong khi gặp Usopp said:,0
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share",,Ăn nhiệt tình quá kkk,1
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share",,"Wait, con này có phải cái con mà mọi người bảo là ngày xưa hay nhầm nó với... tiên cá phải khum :v",1
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share","['Wait, con này có phải cái con mà mọi người bảo là ngày xưa hay nhầm nó với... tiên cá phải khum :v']",Đỗ Nam Tiên cá là lợn biển 🙄,0
"Justin NguyễnJ2TEAM Community
Hôm qua lúc 08:55 ·
Giờ ăn tối của một con cá cúi (Dugong) xinh đẹp, còn được gọi là bò biển 🐂
#j2team_share",,Đoàn Khánh Nhiên j e t uống KOI,0
