Poster,Pre-Comment,Comment,Label
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ",,Lo ssd hỏng giống như sợ chạy xe mà mòn vỏ bánh :)),1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ",,con pc trên lớp em sleep suốt :))) đợt nghỉ 30/4 năm ngoái để quên ko tắt 2 tháng sau quay lại vẫn lên bình thường :))),1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ","['con pc trên lớp em sleep suốt :))) đợt nghỉ 30/4 năm ngoái để quên ko tắt 2 tháng sau quay lại vẫn lên bình thường :)))', 'Hoàng Huy tháng mới tắt nguồn 1 lần đây :)))', 'Hoàng Huy tháng mới tắt nguồn 1 lần đây :)))', 'Vũ Hồng Hiếu quay tay xong ngủ không tắt chứ gì 😼']",Hoàng Huy tháng mới tắt nguồn 1 lần đây :))),1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ","['con pc trên lớp em sleep suốt :))) đợt nghỉ 30/4 năm ngoái để quên ko tắt 2 tháng sau quay lại vẫn lên bình thường :)))', 'Hoàng Huy tháng mới tắt nguồn 1 lần đây :)))', 'Hoàng Huy tháng mới tắt nguồn 1 lần đây :)))', 'Vũ Hồng Hiếu quay tay xong ngủ không tắt chứ gì 😼']",Vũ Hồng Hiếu quay tay xong ngủ không tắt chứ gì 😼,0
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ","['con pc trên lớp em sleep suốt :))) đợt nghỉ 30/4 năm ngoái để quên ko tắt 2 tháng sau quay lại vẫn lên bình thường :)))', 'Hoàng Huy tháng mới tắt nguồn 1 lần đây :)))', 'Hoàng Huy tháng mới tắt nguồn 1 lần đây :)))', 'Vũ Hồng Hiếu quay tay xong ngủ không tắt chứ gì 😼']",Hoàng Huy phim hay tắt đi tìm ko ra lại,1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ",,toàn quan tâm thứ tào lao thế k biết. đếch hỏng được ssd đâu mà lo.,1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ",,"sleep n lưu vô ram
còn hibernate n mới lưu vô ổ đĩa 😂",1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ","['sleep n lưu vô ram\ncòn hibernate n mới lưu vô ổ đĩa 😂', 'Phạm Duẩn gì cũng hay', 'Phạm Duẩn gì cũng hay', 'Phạm Duẩn gì cũng giỏi mà dùng mac nên qtam gì sleep với hibernate đâu']",Phạm Duẩn gì cũng hay,1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ","['sleep n lưu vô ram\ncòn hibernate n mới lưu vô ổ đĩa 😂', 'Phạm Duẩn gì cũng hay', 'Phạm Duẩn gì cũng hay', 'Phạm Duẩn gì cũng giỏi mà dùng mac nên qtam gì sleep với hibernate đâu']",Phạm Duẩn gì cũng giỏi mà dùng mac nên qtam gì sleep với hibernate đâu,1
"#j2team_discussion
Mọi người cho em hỏi , sleep mode có ảnh hưởng đến ssd của mình k ạ . Em cảm ơn ạ","['sleep n lưu vô ram\ncòn hibernate n mới lưu vô ổ đĩa 😂', 'Phạm Duẩn gì cũng hay', 'Phạm Duẩn gì cũng hay', 'Phạm Duẩn gì cũng giỏi mà dùng mac nên qtam gì sleep với hibernate đâu']",Phạm Duẩn sếp gì cũng giỏi mà đường tình Duyên hơi lận đận,1
