Poster,Pre-Comment,Comment,Label
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.",,Mình ạ,1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.",,Rep ib ạ,1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.",,Mình xin với ạ,1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.",,Share kiểu này dễ bị khoá lắm b. Tải file về r up lên drive thôi,1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.","['Share kiểu này dễ bị khoá lắm b. Tải file về r up lên drive thôi', 'Ngô Phúc Lâm vậy hả bạn, nhưng mình chưa biết cách up qua drive với lại drive mình gần đầy rồi :(', 'Ngô Phúc Lâm vậy hả bạn, nhưng mình chưa biết cách up qua drive với lại drive mình gần đầy rồi :(', 'Fshare nó làm chặt vụ share tài khoản này lắm. E bị khoá r nên e hiểu']","Ngô Phúc Lâm vậy hả bạn, nhưng mình chưa biết cách up qua drive với lại drive mình gần đầy rồi :(",1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.","['Share kiểu này dễ bị khoá lắm b. Tải file về r up lên drive thôi', 'Ngô Phúc Lâm vậy hả bạn, nhưng mình chưa biết cách up qua drive với lại drive mình gần đầy rồi :(', 'Ngô Phúc Lâm vậy hả bạn, nhưng mình chưa biết cách up qua drive với lại drive mình gần đầy rồi :(', 'Fshare nó làm chặt vụ share tài khoản này lắm. E bị khoá r nên e hiểu']",Fshare nó làm chặt vụ share tài khoản này lắm. E bị khoá r nên e hiểu,1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.","['Share kiểu này dễ bị khoá lắm b. Tải file về r up lên drive thôi', 'Ngô Phúc Lâm vậy hả bạn, nhưng mình chưa biết cách up qua drive với lại drive mình gần đầy rồi :(', 'Ngô Phúc Lâm vậy hả bạn, nhưng mình chưa biết cách up qua drive với lại drive mình gần đầy rồi :(', 'Fshare nó làm chặt vụ share tài khoản này lắm. E bị khoá r nên e hiểu']","Ngô Phúc Lâm uầy thế thì căng quá nhỉ. chắc phải tạo tài khoản google để chuyển qua thôi, cám ơn bạn nhiều nha",1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.",,Ib ạ,1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.",,"Bác share đăng nhập nhiều người nó khóa tài khoản đấy, tốt nhất ai cần gì cứ tải về up lên driver cho ngta",1
"No BodysJ2TEAM Community
23 giờ ·
#j2team_share
*GÓC SHARE TÀI KHOẢN FSHARE*
Hiện tại mình có tài khoản Fshare VIP còn hạn dùng đến 11/4, với dung lượng 120GB/ngày, bạn nào cần tải thì comment hoặc ib mình.
EDIT: Mọi người gửi mình link để mình chuyển qua GG Drive nha. Các bạn đưa mình cookie tài khoản GG Drive thì càng tốt ạ.","['Bác share đăng nhập nhiều người nó khóa tài khoản đấy, tốt nhất ai cần gì cứ tải về up lên driver cho ngta']","Lotus Nhất Khanh dạ cám ơn bác, em đã edit lại rồi ạ :D",1
