Poster,Pre-Comment,Comment,Label
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion",,Ơ thế phải tải nhanh,1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion",,Ơ mua android chỉ để dùng vanced mà :(,1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion","['Ơ mua android chỉ để dùng vanced mà :(', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm\nAndroid thì dùng NewPipe nha bạn.']",Thành Nghiêm ios cũng có vanced mà bác,1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion","['Ơ mua android chỉ để dùng vanced mà :(', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm\nAndroid thì dùng NewPipe nha bạn.']",Thành Nghiêm xài khá oke,1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion","['Ơ mua android chỉ để dùng vanced mà :(', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm\nAndroid thì dùng NewPipe nha bạn.']","vậy ạ bác, trước h e ko dùng nên ko biết .-.",1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion","['Ơ mua android chỉ để dùng vanced mà :(', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm\nAndroid thì dùng NewPipe nha bạn.']","Thành Nghiêm
Android thì dùng NewPipe nha bạn.",1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion","['Ơ mua android chỉ để dùng vanced mà :(', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm ios cũng có vanced mà bác', 'Thành Nghiêm xài khá oke', 'vậy ạ bác, trước h e ko dùng nên ko biết .-.', 'Thành Nghiêm\nAndroid thì dùng NewPipe nha bạn.']",Lê Tá okie e cảm ơn bác ạ,1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion",,Dao Ngoc Hieu,0
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion",,Chỉ còn 2 năm nữa thôi sao,1
"Vân HoànhJ2TEAM Community
18 giờ ·
📌 Team Vanced - đội ngũ phát triển ứng dụng 𝗬𝗼𝘂𝘁𝘂𝗯𝗲 𝗩𝗮𝗻𝗰𝗲𝗱 bất ngờ thông báo ngừng dự án từ bây giờ. Những ngày tới, các link download trên web sẽ được gỡ xuống.
#j2team_news #j2team_discussion",,Không biết bác nào giống em ko chứ đi ngủ phải có tiếng nói hoặc kể chuyện thì mới dễ ngủ :( giờ thg vanced chết thì dùng gì bh,1
