Poster,Pre-Comment,Comment,Label
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,wtf :v,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,:)) 2 tiếng :))),0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",[':)) 2 tiếng :)))'],Phạm Tuấn quang trọng là 365k views :),0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,Do Hai Bảo Nguyễn,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",['Do Hai Bảo Nguyễn'],dude nó bị virus,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,kiên trì ngồi xem,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,"Để tôi đoán nhé, này của ông da trắng nào đó: Đầu tiên là rê chuột quanh cái New Folder 2p kèm nhạc, rồi tới cái intro không liên quan dài 2p, sau đó bắt đầu nói về lịch sử của MS, về ""tính lăng"" của thiết bị. 10p quảng cáo nhà tài trợ, rồi đá sang Unix, thể hiện cái bên MacOS rồi mới về Win nói thêm về các bản Win. Nhiêu đó tốn tầm 1h44p.
2p còn lại 1p hướng dẫn, 1p cảm ơn 😗",0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['Để tôi đoán nhé, này của ông da trắng nào đó: Đầu tiên là rê chuột quanh cái New Folder 2p kèm nhạc, rồi tới cái intro không liên quan dài 2p, sau đó bắt đầu nói về lịch sử của MS, về ""tính lăng"" của thiết bị. 10p quảng cáo nhà tài trợ, rồi đá sang Unix, thể hiện cái bên MacOS rồi mới về Win nói thêm về các bản Win. Nhiêu đó tốn tầm 1h44p.\n2p còn lại 1p hướng dẫn, 1p cảm ơn 😗', 'Bảo Phúc nó khác xa bác nghĩ lắm =)))']",Bảo Phúc nó khác xa bác nghĩ lắm =))),0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['Để tôi đoán nhé, này của ông da trắng nào đó: Đầu tiên là rê chuột quanh cái New Folder 2p kèm nhạc, rồi tới cái intro không liên quan dài 2p, sau đó bắt đầu nói về lịch sử của MS, về ""tính lăng"" của thiết bị. 10p quảng cáo nhà tài trợ, rồi đá sang Unix, thể hiện cái bên MacOS rồi mới về Win nói thêm về các bản Win. Nhiêu đó tốn tầm 1h44p.\n2p còn lại 1p hướng dẫn, 1p cảm ơn 😗', 'Bảo Phúc nó khác xa bác nghĩ lắm =)))']",Bảo Phúc Sai rồi bác 🙁 Nếu như thế đã đơn giản,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,"Hướng dẫn có tâm, đi thẳng vào vấn đề ko lòng vòng 😎",1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['Hướng dẫn có tâm, đi thẳng vào vấn đề ko lòng vòng 😎', 'Nguyễn Thanh Phong ok']",Nguyễn Thanh Phong ok,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['Hướng dẫn có tâm, đi thẳng vào vấn đề ko lòng vòng 😎', 'Nguyễn Thanh Phong ok']",Sơn Tùng ok b,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,endermach,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,"cần lắm một bác tóm tắt video, chứ kiến thức này em tiếp thu không nổi",0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['cần lắm một bác tóm tắt video, chứ kiến thức này em tiếp thu không nổi']",Nguyễn Minh Hùng 2 tiếng mà còn ko hiểu thì tóm tắt sao hiểu được em 😂,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,"2 tiếng :))??? T tưởng click chuột 1 cái là xong rồi chứ, t đã bỏ lỡ bước nào ư :))?",0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,chắc là đang hướng dẫn dở thì window auto update,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,"chắc hướng dẫn cả cd các thứ xong
mkdir folder
... :))",0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",['chắc hướng dẫn cả cd các thứ xong\nmkdir folder\n... :))'],"Lê Hiệu cd xong họ còn giải thích cd là gì khi gõ cd máy tính nhận lệnh sẽ điều khiển như thế nào tại sao lại tạo được folder, em nghĩ thế 🤣🤣🤣",0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,2 tiếng lận á ? Thế xưa giờ tôi thao tác thiếu chỗ nào à :((,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['2 tiếng lận á ? Thế xưa giờ tôi thao tác thiếu chỗ nào à :((', 'Bạn Đạt Giấu Tên em cũng đương hoang mang đây :(']",Bạn Đạt Giấu Tên em cũng đương hoang mang đây :(,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['2 tiếng lận á ? Thế xưa giờ tôi thao tác thiếu chỗ nào à :((', 'Bạn Đạt Giấu Tên em cũng đương hoang mang đây :(']","Nguyễn Thắng thiếu tận 02:00:29 bác ơi, sợ quá, khéo lại bị chê IT dốt mất 🐧",0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,bảo sao nhiều người mù công nghệ như vậy,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,Đinh Thế Đức 365k bruh ngồi xem video tạo foder mất 2 tiếng =)),1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,""" Và yup.... Ở video trước chúng ta đã học cách tạo một Folder trên Win10, hôm nay chúng ta sẽ cùng nhau học cách để đổi tên Folder nhé "" <("")",1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['"" Và yup.... Ở video trước chúng ta đã học cách tạo một Folder trên Win10, hôm nay chúng ta sẽ cùng nhau học cách để đổi tên Folder nhé "" <("")', 'Văn Lập']",Văn Lập,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['"" Và yup.... Ở video trước chúng ta đã học cách tạo một Folder trên Win10, hôm nay chúng ta sẽ cùng nhau học cách để đổi tên Folder nhé "" <("")', 'Văn Lập']",Văn Lập rồi còn hướng dẫn xóa folder đâu rồi (◕દ◕),1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,Chắc viết từng dòng code tiện viết lại 1 ít code window 😂,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,2 tiếng wtf,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,356k lượt xem ...,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,học xong thành giáo sư đàu ngành folder,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,"What, did i miss a page?",0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,quá chi tiết luông 😎,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,á đù ghê đấy,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,Đức Huy Lê :>,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",['Đức Huy Lê :>'],ưtf,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,mkdir :((,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,học theo video nhưng mà khó quá vẫn chưa tạo xong =)),1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,kiến thức này đã dc tiếp thu,1
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,:)))) haizz điều này sẽ chẳng có gì lạ trong thế giới linux ....,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax",,cái đó còn ít view hơn cái này :D,0
"Văn LậpJ2TEAM Community
5 giờ ·
HƯỚNG DẪN TẠO FOLDER, NHƯNG MÀ NÓ LẠ LẮM....

Link : https://www.youtube.com/watch?v=l6Y6yDkLAEc
#J2team_Relax","['cái đó còn ít view hơn cái này :D', 'Quốc Việt thế còn cái ghế màu cam thì phải làm sao bác? Please làm 1 video với cái ghế màu cam', 'Quốc Việt thế còn cái ghế màu cam thì phải làm sao bác? Please làm 1 video với cái ghế màu cam', 'Quốc Việt cái này là nguyên 1 project nghệ thuật kinh dị ấy bác. Mọi ng đa số chỉ chú tâm vô cái clip này vì title nó mắc cười chứ bác xem nguyên channel sẽ thấy kể về 1 người tâm thần thích làm content tutorial đăng youtube, những clip ổng đăng lâu lâu chứ những thứ lạ như đang quay thì có người đập cửa đùng đùng liên tục mà ổng ko quan tâm vẫn quay, rồi tới ổng sợ hãi gì đó khiến ổng làm tut hướng dẫn cách trốn dưới gầm giường, dần dần ổng càng đi theo hướng tự hại bản thân như cắt tay chảy máu khi đang quay làm tut nhưng vẫn tiếp tục làm để máu chảy, đập phá nhà rồi bị đuổi ra khỏi nhà, thành vô gia cư. Ổng vẫn tiếp tục làm tut trong rường, cơ thể tay chân máu me bầm dập chạy vòng vòng rừng quay video tutorial. Thậm chí còn bị bắt cóc nữa. Nói chung là xem thấy ảo lắm.', 'Quốc Việt thế còn cái ghế màu cam thì phải làm sao bác? Please làm 1 video với cái ghế màu cam', 'Quốc Việt cái này là nguyên 1 project nghệ thuật kinh dị ấy bác. Mọi ng đa số chỉ chú tâm vô cái clip này vì title nó mắc cười chứ bác xem nguyên channel sẽ thấy kể về 1 người tâm thần thích làm content tutorial đăng youtube, những clip ổng đăng lâu lâu chứ những thứ lạ như đang quay thì có người đập cửa đùng đùng liên tục mà ổng ko quan tâm vẫn quay, rồi tới ổng sợ hãi gì đó khiến ổng làm tut hướng dẫn cách trốn dưới gầm giường, dần dần ổng càng đi theo hướng tự hại bản thân như cắt tay chảy máu khi đang quay làm tut nhưng vẫn tiếp tục làm để máu chảy, đập phá nhà rồi bị đuổi ra khỏi nhà, thành vô gia cư. Ổng vẫn tiếp tục làm tut trong rường, cơ thể tay chân máu me bầm dập chạy vòng vòng rừng quay video tutorial. Thậm chí còn bị bắt cóc nữa. Nói chung là xem thấy ảo lắm.', 'Quốc Việt Thế các màu khác phải làm sao. Cái ghế màu đỏ của em nằm được 1 tháng rồi.']",Quốc Việt thế còn cái ghế màu cam thì phải làm sao bác? Please làm 1 video với cái ghế màu cam,0
