Poster,Pre-Comment,Comment,Label
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share",,Auto reply e set rule rồi test không thấy send. 😂,1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share","['Auto reply e set rule rồi test không thấy send. 😂', 'Nguyễn Xuân Phú bạn bật background mode ở settings nhé']",Nguyễn Xuân Phú bạn bật background mode ở settings nhé,1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share","['Auto reply e set rule rồi test không thấy send. 😂', 'Nguyễn Xuân Phú bạn bật background mode ở settings nhé']",Bác bật kiểu gì đấy?,1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share",,dg đọc checkpoint thì ko đọc tiếp dc :)) bug UI rùi 🥲,1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share","['dg đọc checkpoint thì ko đọc tiếp dc :)) bug UI rùi \U0001f972', 'Đinh Đức Việt đây là tính năng kphai bug, đăng ký gói premium để được đọc tiếp nha e', 'Đinh Đức Việt đây là tính năng kphai bug, đăng ký gói premium để được đọc tiếp nha e', 'Đàm Hải Hiệp 😲']","Đinh Đức Việt đây là tính năng kphai bug, đăng ký gói premium để được đọc tiếp nha e",1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share","['dg đọc checkpoint thì ko đọc tiếp dc :)) bug UI rùi \U0001f972', 'Đinh Đức Việt đây là tính năng kphai bug, đăng ký gói premium để được đọc tiếp nha e', 'Đinh Đức Việt đây là tính năng kphai bug, đăng ký gói premium để được đọc tiếp nha e', 'Đàm Hải Hiệp 😲']",Đàm Hải Hiệp 😲,1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share","['dg đọc checkpoint thì ko đọc tiếp dc :)) bug UI rùi \U0001f972', 'Đinh Đức Việt đây là tính năng kphai bug, đăng ký gói premium để được đọc tiếp nha e', 'Đinh Đức Việt đây là tính năng kphai bug, đăng ký gói premium để được đọc tiếp nha e', 'Đàm Hải Hiệp 😲']",tính năng mà dev còn chưa gỡ đc kkk',1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share",,Ngon lành♥,1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share",,Tuyet voi,1
"[iOS] MonokaiToolkit có mặt trên AppStore
Không giới thiệu nhiều về ứng dụng này, hiện tại sản phẩm của bọn mình đã có mặt trên nền tảng iOS và có thể cài đặt trực tiếp từ iOS. Vẫn miễn phí và sẽ luôn miễn phí.
Vì đây là bản Beta nên khả năng sẽ vẫn còn một ít lỗi, mong anh em thông cảm :>
Link cài đặt / tải về tại đây: https://apps.apple.com/app/monokaitoolkit/id1601799410

--
#j2team_share",,Bị checkpoint phải đổi pass xong giờ k vào đc mess lun . Fb vẫn oke . Ae cứu cứu,1
