Poster,Pre-Comment,Comment,Label
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion",,Tuyệt vời quá chị,0
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion",['Tuyệt vời quá chị'],em thấy ảnh thôi chơ chưa dùng :v,0
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion",,đây là giao diện khi có quá nhiều tab,0
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion",['đây là giao diện khi có quá nhiều tab'],Hoàng Nguyên Nam kích hoạt tính năng tab như thế nào vậy bro?,0
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion",,chính thức có chưa ad nhỉ?,1
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion","['chính thức có chưa ad nhỉ?', 'Thành Gia mới có trên Windows 11 Insider Preview Build 22572 - Dev Channel, phải dùng vivetools để kích hoạt']","Thành Gia mới có trên Windows 11 Insider Preview Build 22572 - Dev Channel, phải dùng vivetools để kích hoạt",1
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion","['chính thức có chưa ad nhỉ?', 'Thành Gia mới có trên Windows 11 Insider Preview Build 22572 - Dev Channel, phải dùng vivetools để kích hoạt']",Hoàng Nguyên Nam cho em xin cách kích hoạt được kh ạ? hay đợi mốt có rồi sài ad nhỉ.,1
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion",,Phùng Công Cường tỉ năm mới code xong cái tab :v,0
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion",,"Tab kéo ra cửa sổ khác được k bạn, chứ như cái terminal thì :V",0
"Hoàng Nguyên NamJ2TEAM Community
10 tháng 3 lúc 10:02 ·
Cuối cùng thì File Explorer trên Windows 11 đã được MS thêm tab (Windows 11 22572, feature 34370472)
#j2team_discussion","['Tab kéo ra cửa sổ khác được k bạn, chứ như cái terminal thì :V']","mới đơn giản chỉ có giao diện tab thôi bác, các tính năng khác đều chưa có: kéo thả, sắp xếp, ghim tab",1
