Poster,Pre-Comment,Comment,Label
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,Mới 2 ngày thôi,0
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,Éc ô éc,0
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,bạn mình n nói to rõ lắm mà phiên dịch chi nhỉ :))),1
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,":))) Học "" động vật ngữ "" nghe có vẻ ngầu lòi",1
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,Hương Trang tao sắp hiểu tiếng mày rồi nè,1
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,"Mới cãi nhau với con lợn, mà con heo nó ngơ ngơ. Không hiểu gì",1
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,Tôi cũng quen nhiều dog pig lắm cũng thấy nó nói to và rõ ràng mà phiên dịch chi :v,1
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,PETA sẽ thích lắm đây,0
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,Éc éc,0
"Đồng ViệnJ2TEAM Community
15 giờ ·
#j2team_news Các nhà khoa học Đan Mạch đã theo dõi tiếng kêu của 411 con lợn trong thời gian dài để tìm ra điểm khác biệt và xác định cảm xúc tương ứng, nhằm giúp con người chăm sóc chúng tốt hơn.
Để xây dựng ""từ điển"" tiếng lợn, các nhà nghiên cứu đã ghi lại hơn 7.400 âm thanh từ 411 con lợn và theo dõi trải nghiệm sống của chúng từ khi sinh ra đến lúc chết. Nhóm nghiên cứu sau đó liên hệ các tiếng kêu khác nhau với những hoạt động và ngôn ngữ cơ thể của lợn.
Lợn có cảm xúc tích cực khi cho con bú, đoàn tụ với gia đình, âu yếm anh chị em cùng lứa và chạy nhảy tự do. Cảm xúc tiêu cực xuất hiện trong các tình huống như cô lập xã hội, đánh nhau, triệt sản và chờ đợi trong lò mổ.
""Có sự khác biệt rõ ràng trong tiếng lợn kêu khi chúng ta xem xét các tình huống tích cực và tiêu cực. Trong tình huống tích cực, tiếng kêu ngắn hơn rất nhiều với những dao động nhỏ về biên độ. Cụ thể, tiếng kêu bắt đầu ở mức cao và dần giảm xuống tần số thấp hơn. Bằng cách thiết lập một thuật toán để nhận ra những âm thanh này, chúng tôi có thể phân loại chính xác 92% tiếng kêu theo cảm xúc"", bà Elodie Briefer, nhà nghiên cứu hành vi động vật tại Đại học Copenhagen (Đan Mạch) cho biết.",,Chihiro may need this,0
