Poster,Pre-Comment,Comment,Label
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion",,"Tui theo chủ nghĩa mặc định, tối giản. Vốn dĩ mấy cái widget k cần thiết với tui.
Và trang cuối sẽ để trống để ngắm hình nền.",1
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Tui theo chủ nghĩa mặc định, tối giản. Vốn dĩ mấy cái widget k cần thiết với tui.\nVà trang cuối sẽ để trống để ngắm hình nền.', 'Trúc Hoàng giống tui, tui để trang đầu để ngắm hình nền, app hay mở thì để trang tiếp theo, còn lại vứt hết ra mấy trang sau.', 'Trúc Hoàng giống tui, tui để trang đầu để ngắm hình nền, app hay mở thì để trang tiếp theo, còn lại vứt hết ra mấy trang sau.', 'Trúc Hoàng fan chị tâm thì tinh tế chắc ròi']","Trúc Hoàng giống tui, tui để trang đầu để ngắm hình nền, app hay mở thì để trang tiếp theo, còn lại vứt hết ra mấy trang sau.",11
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Tui theo chủ nghĩa mặc định, tối giản. Vốn dĩ mấy cái widget k cần thiết với tui.\nVà trang cuối sẽ để trống để ngắm hình nền.', 'Trúc Hoàng giống tui, tui để trang đầu để ngắm hình nền, app hay mở thì để trang tiếp theo, còn lại vứt hết ra mấy trang sau.', 'Trúc Hoàng giống tui, tui để trang đầu để ngắm hình nền, app hay mở thì để trang tiếp theo, còn lại vứt hết ra mấy trang sau.', 'Trúc Hoàng fan chị tâm thì tinh tế chắc ròi']",Trúc Hoàng fan chị tâm thì tinh tế chắc ròi,0
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Tui theo chủ nghĩa mặc định, tối giản. Vốn dĩ mấy cái widget k cần thiết với tui.\nVà trang cuối sẽ để trống để ngắm hình nền.', 'Trúc Hoàng giống tui, tui để trang đầu để ngắm hình nền, app hay mở thì để trang tiếp theo, còn lại vứt hết ra mấy trang sau.', 'Trúc Hoàng giống tui, tui để trang đầu để ngắm hình nền, app hay mở thì để trang tiếp theo, còn lại vứt hết ra mấy trang sau.', 'Trúc Hoàng fan chị tâm thì tinh tế chắc ròi']",Mình cũng để trang đầu :v,1
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion",,Chắc mỗi mình là người đơn giản nên ko có app nào nữa.,1
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Chắc mỗi mình là người đơn giản nên ko có app nào nữa.', 'Mới thêm đc cái lịch như chủ top.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Quốc Việt https://apps.apple.com/vn/app/lịch-việt-lịch-vạn-niên-2022/id585253443\ntải về. vuốt sang thêm tiện ích chọn lịch']",Mới thêm đc cái lịch như chủ top.,1
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Chắc mỗi mình là người đơn giản nên ko có app nào nữa.', 'Mới thêm đc cái lịch như chủ top.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Quốc Việt https://apps.apple.com/vn/app/lịch-việt-lịch-vạn-niên-2022/id585253443\ntải về. vuốt sang thêm tiện ích chọn lịch']","Lại Đức Trường Camera 360, B612 😓😓😓",1
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Chắc mỗi mình là người đơn giản nên ko có app nào nữa.', 'Mới thêm đc cái lịch như chủ top.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Quốc Việt https://apps.apple.com/vn/app/lịch-việt-lịch-vạn-niên-2022/id585253443\ntải về. vuốt sang thêm tiện ích chọn lịch']",Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.,0
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Chắc mỗi mình là người đơn giản nên ko có app nào nữa.', 'Mới thêm đc cái lịch như chủ top.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Quốc Việt https://apps.apple.com/vn/app/lịch-việt-lịch-vạn-niên-2022/id585253443\ntải về. vuốt sang thêm tiện ích chọn lịch']",Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?,0
"[Góc chia sẻ cách sử dụng iPhone]
Hóng anh em giao lưu chia sẻ cách sử dụng iPhone của anh em. Cá nhân mình:
1. Homescreen
Mình xoá hết các app mà mình đã biết tên, chỉ để các app không nhớ được tên thôi. Các app nhớ tên thì kéo xuống rồi search là xong, đỡ chật chội Homescreen.
Bên cạnh đó mình ưu tiên việc đọc và hạn chế mạng xã hội, nên kéo ra ngoài chính là các app báo, sách, học,…
Một số app thiên về thông tin thì để ở dạng widget, vừa để nắm thông tin nhanh vừa dễ truy cập. Ví dụ như Todoist để quản lý công việc, Trello để học, giá coin và xu hướng tiktok,…
2. Trang Widget
Mình để các thông tin ít khi xem, nhưng cần thì có thể lướt trái phát là xem được luôn như Lịch. Ngoài ra đây cũng là khu vực mình để các phím tắt nhanh (shortcut) để tắt hẳn nhanh wifi, blue hoặc tắt đèn bàn học nhanh khi đã trèo lên giường 😀
3. Trang ListApp
Trang này thì ko có custom gì được rồi :)) Có vài cái mình thấy rất hay mà thời gian đầu mình chưa thấm được, dùng 1 thời gian mới thấy tiện (đúng là apple :v)
Thứ 1 là cái listapp này cho phép mình lưu app mà mình đã xoá ở màn hình chính (các app ít dùng chẳng hạn) hoặc đơn thuần là ko muốn chật Homescreen. Cái này bên Android ko lạ nhưng chắc dùng ios lâu nên thấy tiện
Thứ 2 là nó tự phân nhóm app luôn và hiển thị các app theo thói quen của mình, nên nếu Homescreen ko có thì mình kéo xuống để search hoặc kéo phải vào ListApp tìm cũng rất nhanh
Thứ 3 liên quan đến Facebook. Mình đã xoá Facebook và Messenger ở Homescreen. Cái lạ là ở Homescreen mình kéo xuống search thì ko tìm đc, phải vào tận Listapp mới tìm đc, trong khi các app khác vẫn bình thường. Nó là cái hay để chúng ta có thể hạn chế vào Fb :)) Ko rõ có phải anh Cúc chơi anh Mắc ko
P/S: Mình ifan nên chia sẻ góc nhìn và kinh nghiệm cá nhân, anh em Android chia sẻ thêm nhé :))
#j2team_discussion","['Chắc mỗi mình là người đơn giản nên ko có app nào nữa.', 'Mới thêm đc cái lịch như chủ top.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Mới thêm đc cái lịch như chủ top.', 'Lại Đức Trường Camera 360, B612 😓😓😓', 'Nguyễn Thanh Hải 2 dứa em t ấy. Suốt ngày chụp phải mua bộ nhớ.', 'Lại Đức Trường bác thêm lịch như thế nào. Bác có thể chỉ em với được không ạ?', 'Quốc Việt https://apps.apple.com/vn/app/lịch-việt-lịch-vạn-niên-2022/id585253443\ntải về. vuốt sang thêm tiện ích chọn lịch']","Quốc Việt https://apps.apple.com/vn/app/lịch-việt-lịch-vạn-niên-2022/id585253443
tải về. vuốt sang thêm tiện ích chọn lịch",1
