Poster,Pre-Comment,Comment,Label
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Chơi cái này ở quán net thì ối dồi ôi :)),1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh","['Chơi cái này ở quán net thì ối dồi ôi :))', 'Hung Pham game này hay hơn game welcome to the game k nhỉ']",Hung Pham game này hay hơn game welcome to the game k nhỉ,1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh","['Chơi cái này ở quán net thì ối dồi ôi :))', 'Hung Pham game này hay hơn game welcome to the game k nhỉ']","Bảo Nguyên chịu bạn ơi, mình ít chơi game",1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Hacknet with waifu à :)),1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,"ngoài ra các bạn có thể thử chơi trò hacknet có trên steam, chơi cũng khá hay và cũng rất chi là ""hacker"" :D",1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh","['ngoài ra các bạn có thể thử chơi trò hacknet có trên steam, chơi cũng khá hay và cũng rất chi là ""hacker"" :D', 'Pawn Erasil game này hay hơn game welcome to the game k nhỉ']",Pawn Erasil game này hay hơn game welcome to the game k nhỉ,1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh","['ngoài ra các bạn có thể thử chơi trò hacknet có trên steam, chơi cũng khá hay và cũng rất chi là ""hacker"" :D', 'Pawn Erasil game này hay hơn game welcome to the game k nhỉ']","Bảo Nguyên nó thuần kiểu ""hacking"" hơn chứ k có mấy màn trốn r di chuyển bên ngoài như welcome to the game",1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Vừa thấy bên group whitehat xong :v,0
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Này hay hơn game welcome to the game k nhỉ,1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Hợp Khuất hackẻ,0
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,:<,0
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Oách luon,1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Nguyễn Kiều Trinh Vũ Thanh Tú học đi đôi với hành :),1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",['Nguyễn Kiều Trinh Vũ Thanh Tú học đi đôi với hành :)'],Nguyễn Duy xin :)) thực hành trên lớp chưa đủ à 🙂,1
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",,Nguyễn Ngọc Châu Bùi này gái,0
"Yolo Space Hacker

Vừa học mà vừa chơi [Yolo Space Hacker] là một tựa game về chủ đề hacking, game sẽ dạy bạn về cách sử dụng các công cụ thực tế terminal, proxy, reverse shells... như một hacker thực thụ. Ngoài ra một số bài khá sát với các bài thi CTF thực tế nên sẽ giúp ích bạn rất nhiều trong công cuộc nhập môn về ATTT.

https://store.steampowered.com/app/1341450/Yolo_Space_Hacker/

#j2team_share // chia sẻ từ bạn Vu Hoang Anh",['Nguyễn Ngọc Châu Bùi này gái'],Trung Dũng idol tìm crack đi cho e hít ké :))),1
