Poster,Pre-Comment,Comment,Label
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",,Xuân Bắc-Tự Long nó khác bọt với Trấn Thành-Trường Giang.,1
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share","['Xuân Bắc-Tự Long nó khác bọt với Trấn Thành-Trường Giang.', 'Đinh Văn Đức ko cùng đẳng cấp :v đừng so sánh']",Đinh Văn Đức ko cùng đẳng cấp :v đừng so sánh,1
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share","['Xuân Bắc-Tự Long nó khác bọt với Trấn Thành-Trường Giang.', 'Đinh Văn Đức ko cùng đẳng cấp :v đừng so sánh']",Đinh Văn Đức so làm sao dc mà để so,1
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",,Bác nào sửa giúp em với. Sáng ra nhìn thanh fb này giờ nằm bên trái màn hình nhìn cáu hết cả người,0
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share","['Bác nào sửa giúp em với. Sáng ra nhìn thanh fb này giờ nằm bên trái màn hình nhìn cáu hết cả người', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy tính năng mới 😂']",Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này,0
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share","['Bác nào sửa giúp em với. Sáng ra nhìn thanh fb này giờ nằm bên trái màn hình nhìn cáu hết cả người', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy tính năng mới 😂']",Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.,0
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share","['Bác nào sửa giúp em với. Sáng ra nhìn thanh fb này giờ nằm bên trái màn hình nhìn cáu hết cả người', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy tính năng mới 😂']",Đình Huy tính năng mới 😂,0
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share","['Bác nào sửa giúp em với. Sáng ra nhìn thanh fb này giờ nằm bên trái màn hình nhìn cáu hết cả người', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy chắc fb cũng theo trend nhìn bên trái :v công nhận chưa quen kiểu sắp xếp này', 'Nguyễn Duy Tiệp nhìn ko tiếp thu đc giao diện fb này. Sáng ra nhìn fb đúng kiểu tăng xông ấy bác.', 'Đình Huy tính năng mới 😂']",Đình Huy tôi lại khoái kiểu này do taskbar tôi cũng để trên này,0
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",,2 chú mãi đỉnh 😂😂😂,1
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",,:)),0
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",,- Đối đáp đúng chất Táo Quân luôn :v,1
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",['- Đối đáp đúng chất Táo Quân luôn :v'],Để hết hạn uống vào chắc tiền đình mất,1
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",,đúng kiểu bạn thân =))),1
"Cách nghệ sĩ Tự Long thông báo Xuân Bắc thành F0 😂
#j2team_share",,Haha. Chất luôn,1
