Poster,Pre-Comment,Comment,Label
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,"Hơi khập khiễng vì 1 bên cười, một bên không cười.
Nó giống như xem ảnh chị đẹp lúc chưa tháo khẩu trang và sau khi tháo khẩu trang í.",1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football","['Hơi khập khiễng vì 1 bên cười, một bên không cười.\nNó giống như xem ảnh chị đẹp lúc chưa tháo khẩu trang và sau khi tháo khẩu trang í.', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Bồ Công Anh Chắc bác chưa gặp tình huống này rùi']",Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@,1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football","['Hơi khập khiễng vì 1 bên cười, một bên không cười.\nNó giống như xem ảnh chị đẹp lúc chưa tháo khẩu trang và sau khi tháo khẩu trang í.', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Bồ Công Anh Chắc bác chưa gặp tình huống này rùi']",Phương Linh Đào kể cả cười =)),1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football","['Hơi khập khiễng vì 1 bên cười, một bên không cười.\nNó giống như xem ảnh chị đẹp lúc chưa tháo khẩu trang và sau khi tháo khẩu trang í.', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Bồ Công Anh Chắc bác chưa gặp tình huống này rùi']",Bồ Công Anh Chắc bác chưa gặp tình huống này rùi,1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football","['Hơi khập khiễng vì 1 bên cười, một bên không cười.\nNó giống như xem ảnh chị đẹp lúc chưa tháo khẩu trang và sau khi tháo khẩu trang í.', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Phương Linh Đào tôi đọc 2 lần và k hiểu gì cả @@', 'Phương Linh Đào kể cả cười =))', 'Bồ Công Anh Chắc bác chưa gặp tình huống này rùi']","Phương Linh Đào cmt câu lú thật, đeo khẩu trang thò lại mỗi đôi mắt còn đây vẫn là cam thường cận mặt mà :)) ?",1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,Ko cấy tóc với thẩm mỹ thì giống mà 😆,1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,ko cấy tóc thì giống luôn r :)),1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,Ngày xưa xem TV nhỏ ko thấy cụ này móm nhể :)),0
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,Idol của tui đẹp thế kia mà dự đoán như… 😆😆,1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,Không cấy tóc thì lại chẳng như đúc nếu k cười :)))),1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,"cái răng , cái tóc là góc con người :v",1
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football","['cái răng , cái tóc là góc con người :v']",Văn Đức góc cc,0
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,But his voice still... 😬🤷🏻‍♀️,0
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,Vibe magnus carlsen mng =)))),0
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,"iconic bri'ish, báo này racist the :D",0
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,:)),0
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,mỗi anh tuấn là em ko dự đoán đc,0
"Năm 1998, tạp chí FourFourTwo dự đoán David Beckham sẽ trông như thế này (ảnh bên trái) vào năm 2020... Bên phải là Beckham vào năm 2022 😀
#j2team_share // ảnh: Futrj Football",,"Cái bên trái là lúc nghèo ko có $ , bên phải là người giàu có $ nó phải khác chứ :))",1
