Poster,Pre-Comment,Comment,Label
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Pháo nghe xong khóc luôn 🥲,1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Sếp với Hoàng Thùy Linh nghe khom luôn,0
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,"Bạn là số 2, éo ai là số 1 được",0
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Thảo Chika =))),0
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Jack TheRabbit ghê chưa,0
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Á đù,1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Đỉnh quá,1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Hay quá,1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,cái gì cũng nghĩ ra được =))))))))))),1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,:)))),1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Đỉnh thôi chứ có gì đâu,1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,đỉnh quá,1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Vũ Minh Anh bỏ makeup đi làm nhạc :)),0
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,đúng tài năng ca sĩ phụ thuộc vào producer =)),0
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,Do Thanh Dung nghe đi bạn,1
"Long Đỗ đã chia sẻ một bài viết với nhóm: J2TEAM Community.
10 tháng 3 lúc 06:30 ·
Bá đạo thiệt chứ =))
---
#j2team_relax
https://fb.watch/bExZ-y4Z0T/
Vietnam EDM Festivals7 tháng 3 lúc 10:08 ·
Cái lùm mía sao nó cuốn quá vậy các ông =))))
_
Pháo - Hai Phút Hơn (HousDAT x Chị Gu Gồ remix)",,vài bữa gg chính thức ra bản update,1
