Poster,Pre-Comment,Comment,Label
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,"Nếu chiếu theo quy tắc hình vuông thì chỉ có match này, còn theo game pikachu thì ko có match nào đúng vì sai quy tắc 3 cạnh",0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['Nếu chiếu theo quy tắc hình vuông thì chỉ có match này, còn theo game pikachu thì ko có match nào đúng vì sai quy tắc 3 cạnh', 'Namm Trườngg lạy ông :))', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Henry Mai tui ngồi cả đêm chỉ lập luận ra đc cái này hợp lí thôi á :v']",Namm Trườngg lạy ông :)),0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['Nếu chiếu theo quy tắc hình vuông thì chỉ có match này, còn theo game pikachu thì ko có match nào đúng vì sai quy tắc 3 cạnh', 'Namm Trườngg lạy ông :))', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Henry Mai tui ngồi cả đêm chỉ lập luận ra đc cái này hợp lí thôi á :v']",Namm Trườngg hảo,0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['Nếu chiếu theo quy tắc hình vuông thì chỉ có match này, còn theo game pikachu thì ko có match nào đúng vì sai quy tắc 3 cạnh', 'Namm Trườngg lạy ông :))', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Henry Mai tui ngồi cả đêm chỉ lập luận ra đc cái này hợp lí thôi á :v']",Henry Mai tui ngồi cả đêm chỉ lập luận ra đc cái này hợp lí thôi á :v,0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['Nếu chiếu theo quy tắc hình vuông thì chỉ có match này, còn theo game pikachu thì ko có match nào đúng vì sai quy tắc 3 cạnh', 'Namm Trườngg lạy ông :))', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Namm Trườngg lạy ông :))', 'Namm Trườngg hảo', 'Henry Mai tui ngồi cả đêm chỉ lập luận ra đc cái này hợp lí thôi á :v']","Quang's s'Huy hic, tui ngồi cả đêm chỉ lập luận ra đc cái này hợp lí thôi á :v",0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,Không ngờ vẫn có nhiều người thích chơi game này giống mình =))))))),1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,Trong một lần lỡ tải cho mẹ chơi giải trí thì bây giờ mẹ mình đã cày tới hơn 4000 cấp rồi 😅,1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,Đây là tính năng không phải lỗi. Tính năng giúp người chơi bắt đầu game mới 🤣🤣🤣,1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,"Không hiểu sao mấy năm trước tải gần chục cái game pikachu khác nhau chơi cho đỡ chán =)). Game nhìn không có gì, mà nhiều lúc ghiền thật.",1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,"Ghiền game này lắm này, chơi từ 2015 tới giờ ít chơi nhưng vẫn thỉnh thoảng chơi 😋",1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,h còn ng chơi game này à:)),1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['h còn ng chơi game này à:))', 'Khánh Phan chơi cuốn phết, đợt hè năm ngoái bị cách ly ở chị nằm chơi cái này vèo cái hết ngày luôn😂😂']","Khánh Phan chơi cuốn phết, đợt hè năm ngoái bị cách ly ở chị nằm chơi cái này vèo cái hết ngày luôn😂😂",1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['h còn ng chơi game này à:))', 'Khánh Phan chơi cuốn phết, đợt hè năm ngoái bị cách ly ở chị nằm chơi cái này vèo cái hết ngày luôn😂😂']",Khánh Phan cả nhà e vẫn chơi nè =))),1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,"Game quốc dân của các mẹ , sau candy crush =]]",1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['Game quốc dân của các mẹ , sau candy crush =]]', 'Lưu Giang :)))) mẹ tui chỉ chơi khi ""rảnh""']","Lưu Giang :)))) mẹ tui chỉ chơi khi ""rảnh""",1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask","['Game quốc dân của các mẹ , sau candy crush =]]', 'Lưu Giang :)))) mẹ tui chỉ chơi khi ""rảnh""']",Tiến Thành cao thủ vãi🤣,1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,bức ảnh này còn phát ra nhạc game pikachu nữa 😂,0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,2 con tuần lộc với nhau đc không nhỉ,0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",['2 con tuần lộc với nhau đc không nhỉ'],"Tr Nguyen Phuong Anh
Không được. Ra khỏi hình rồi",0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,"Ông coi có con pokemon nào có khả biến hình không, nó biến thành con khác ông tìm không ra đâu.",0
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,Có bro nào biết nguồn tải game này không ạ?,1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,Mẹ tui chơi game này mất ngủ :))))),1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,game không bao h lỗi 🐧,1
"Game lỗi hay do mình tìm không ra hả ae :((((
#J2teamask",,"Chắc do game Pikachu đòi hỏi người chơi có chiến thuật chơi hợp lý, nếu không sẽ bị bí á",1
