Poster,Pre-Comment,Comment,Label
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share",,"Anh giúp e link này nhé. Cảm ơn anh
https://www.amazon.com/Reshaping-Defence-Diplomacy-Cooperation-Assistance/dp/0198566530",1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share","['Anh giúp e link này nhé. Cảm ơn anh\nhttps://www.amazon.com/Reshaping-Defence-Diplomacy-Cooperation-Assistance/dp/0198566530', 'Hoàng Lê Mai Chi\n\nhttps://drive.google.com/file/d/10J2bP4X9qdLofDw1vHlm7-yaloGB5R16/view?usp=sharing']","Hoàng Lê Mai Chi

https://drive.google.com/file/d/10J2bP4X9qdLofDw1vHlm7-yaloGB5R16/view?usp=sharing",1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share","['Anh giúp e link này nhé. Cảm ơn anh\nhttps://www.amazon.com/Reshaping-Defence-Diplomacy-Cooperation-Assistance/dp/0198566530', 'Hoàng Lê Mai Chi\n\nhttps://drive.google.com/file/d/10J2bP4X9qdLofDw1vHlm7-yaloGB5R16/view?usp=sharing']",Khuyết Danh cảm ơn a nhé,1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share",,Anh giúp em tìm 2 quyển này với ạ. Em chân thành cảm ơn https://www.amazon.com/Defence-Diplomacy-Strategic-Engagement-Interstate-ebook/dp/B084YRVPBR/ref=sr_1_3?qid=1640187405&refinements=p_28%3ADefence+Diplomacy&s=books&sr=1-3 https://www.amazon.com/Defence-Diplomacy-Britain-1815-1914-Frontiers/dp/0719035201/ref=sr_1_5?qid=1640187405&refinements=p_28%3ADefence+Diplomacy&s=books&sr=1-5,1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share","['Anh giúp em tìm 2 quyển này với ạ. Em chân thành cảm ơn https://www.amazon.com/Defence-Diplomacy-Strategic-Engagement-Interstate-ebook/dp/B084YRVPBR/ref=sr_1_3?qid=1640187405&refinements=p_28%3ADefence+Diplomacy&s=books&sr=1-3 https://www.amazon.com/Defence-Diplomacy-Britain-1815-1914-Frontiers/dp/0719035201/ref=sr_1_5?qid=1640187405&refinements=p_28%3ADefence+Diplomacy&s=books&sr=1-5', 'Nguyễn Vũ Mai Phương Quyển này mình kiếm không ra rồi bạn']",Nguyễn Vũ Mai Phương Quyển này mình kiếm không ra rồi bạn,1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share","['Anh giúp em tìm 2 quyển này với ạ. Em chân thành cảm ơn https://www.amazon.com/Defence-Diplomacy-Strategic-Engagement-Interstate-ebook/dp/B084YRVPBR/ref=sr_1_3?qid=1640187405&refinements=p_28%3ADefence+Diplomacy&s=books&sr=1-3 https://www.amazon.com/Defence-Diplomacy-Britain-1815-1914-Frontiers/dp/0719035201/ref=sr_1_5?qid=1640187405&refinements=p_28%3ADefence+Diplomacy&s=books&sr=1-5', 'Nguyễn Vũ Mai Phương Quyển này mình kiếm không ra rồi bạn']",Khuyết Danh dạ em cảm ơn ạ,1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share",,"Em gửi anh ạ, anh giúp em với! Em cảm ơn anh nhiều ❤

https://www.amazon.com/Atlas-Human-Anatomy-Netter-Science/dp/0323393225/ref=mp_s_a_1_3?crid=3M7548GRVLKS0&dchild=1&keywords=medical+books&qid=1635763175&sprefix=medical+book%2Caps%2C388&sr=8-3",1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share","['Em gửi anh ạ, anh giúp em với! Em cảm ơn anh nhiều ❤\n\nhttps://www.amazon.com/Atlas-Human-Anatomy-Netter-Science/dp/0323393225/ref=mp_s_a_1_3?crid=3M7548GRVLKS0&dchild=1&keywords=medical+books&qid=1635763175&sprefix=medical+book%2Caps%2C388&sr=8-3', 'Ánh Tuyết đây em\n\nhttps://drive.google.com/file/d/13IZwL9MEsLxQj_4auWWbuvKnoNoZA2WD/view?usp=sharing']","Ánh Tuyết đây em

https://drive.google.com/file/d/13IZwL9MEsLxQj_4auWWbuvKnoNoZA2WD/view?usp=sharing",1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share","['Em gửi anh ạ, anh giúp em với! Em cảm ơn anh nhiều ❤\n\nhttps://www.amazon.com/Atlas-Human-Anatomy-Netter-Science/dp/0323393225/ref=mp_s_a_1_3?crid=3M7548GRVLKS0&dchild=1&keywords=medical+books&qid=1635763175&sprefix=medical+book%2Caps%2C388&sr=8-3', 'Ánh Tuyết đây em\n\nhttps://drive.google.com/file/d/13IZwL9MEsLxQj_4auWWbuvKnoNoZA2WD/view?usp=sharing']",Khuyết Danh Vâng. Em cảm ơn anh nhiều ạ 🥰🥰,1
"Góc get link qua GOOGLE DRIVE, chuyên cho mấy bác thích mài dũa tri thức nha.
Comment link xuống and waitting.
Web hỗ trợ:
1. Skillshare (Video)
2. Amazon Book (Có thể tải hầu hết)
3. Scribd (Web này mình chưa tải được book)
4. Lynda (Linkedin Courses)
5. Tailieu.vn
6. Violet.vn
Lưu ý:
+ KHÔNG tải link cho người xài facebook ảo (no avatar, no post, no friend)
+ KHÔNG tải link qua Messenger (các bạn đừng nhắn tin cho mình, cứ để link xuống dưới)
Thank admin và mod đã duyệt bài ạ :))
#j2team_share",,"Giúp e với bác
https://www.amazon.com/Students-REV-Bell-Douglas-Hardcover/dp/B008CMEWNE/ref=mp_s_a_1_5?crid=383DBHDHINICT&keywords=C%23+book&qid=1636130498&qsid=145-2869570-2313929&refinements=p_72%3A1250221011&rnid=1250219011&s=books&sprefix=c+book%2Caps%2C554&sr=1-5&sres=B00DWYQ32K%2CB008AURBEK%2CB008CMU864%2CB008CMP274%2CB008CMEWNE%2CB008CM9734%2CB008CM8JWE%2CB01K9BI56A%2C9350040271%2C8181288688%2C8478978100%2CB00RWRDDGC%2C8441524491%2C2746096625&srpt=ABIS_BOOK

https://www.amazon.com/Effective-Specific-Ways-Improve-Your/dp/B009NG2S7U/ref=mp_s_a_1_50?crid=383DBHDHINICT&keywords=C%23+book&pscroll=1&qid=1636130577&refinements=p_72%3A1250221011&rnid=1250219011&s=books&sprefix=c+book%2Caps%2C554&sr=1-50&wIndexMainSlot=65

2 cuốn ạ",1
