Poster,Pre-Comment,Comment,Label
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",,Bạn check ib mình xin JD job QA Trainee nha,1
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",,mình xin jd bạn ơi =)),1
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",['mình xin jd bạn ơi =))'],Hiếu Nguyễn không có JD làm founder đâu bạn ạ,1
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",,Ư cty đẹp quá ạ 😍,0
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",['Ư cty đẹp quá ạ 😍'],"mời em vào cty chị xem có gì nào, có gì nào =))",0
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",,Sang cả j2 team cơ ạ,1
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",['Sang cả j2 team cơ ạ'],Thành Đạt ở đâu chị chả tàu ngầm :v,1
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",,Mới chuyển cty à chị :v,1
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",,Nghe hấp dẫn quá nhưng e mới năm nhất sv it có thể xin jd parttime được k ạ ☺,1
"#J2team_job
Hi các thành viên J2TEAM. Chắc hẳn không ít mem trong này từng một thời oanh liệt với những lần trốn học để theo đuổi ""đam mê"" chơi game ở quán net cạnh trường, mà cũng tốn kha khá tiền để mua thẻ nạp game rồi nhỉ?

Đam mê chơi game, thích soi lỗi trong game, muốn đề xuất sửa tính năng này tính năng kia cho mượt mà? Vậy thì tham khảo thử chương trình Game QA/Tester của Playstudios Vietnam nhé! (Cực ưu tiên cho các bạn có background học IT đó)

PLAYSTUDIOS QA PROGRAM: FINDING YOUR WAY
Ứng tuyển ngay tại: https://forms.gle/SoWJoaWgPKngYk19A

Playstudios - một trong các công ty product game hàng đầu của Mỹ với kinh nghiệm 10 năm phát triển dòng game mobile - đang tìm kiếm các Game QA tài năng để cùng sáng tạo và hoàn thiện những tựa game triệu đô.


VỊ TRÍ ỨNG TUYỂN:
📌 QA Trainee: Phù hợp với sinh viên năm 3-4, hoặc các bạn chưa có kinh nghiệm thực tế, CÓ THỂ ĐI LÀM FULLTIME (Mức trợ cấp 400$/tháng)
📌 QA Tester: Phù hợp với các bạn có kinh nghiệm thực tế từ 1-3 năm (mảng game/mobile/web testing)


HÀNH TRÌNH trở thành một GAME QA của Playstudios:
💡 Plan & Outline (Nộp đơn ứng tuyển): Từ 01/03 - 11/03/2022
💡 Test Execution (Tham gia Online Talkshow và thực hiện bài Test đầu vào): 12/03/2022
💡 Regression (Phỏng vấn 1-1 với QA Lead và QA Manager): 14/03 - 18/03/2022
💡 Go live! (Chính thức gia nhập Playstudios Vietnam): 28/03/2022


🔥Are you ready to get your test on?🔥
Địa điểm làm việc: Tầng 2, tòa Udic Complex, Hoàng Đạo Thúy, Hà Nội
P/s: Các bạn nghía qua ảnh văn phòng của Playstudios ở Hà Nội nha!",['Nghe hấp dẫn quá nhưng e mới năm nhất sv it có thể xin jd parttime được k ạ ☺'],"Lê Hồng Đức hi em, hiện tại vị trí này yêu cầu đi làm fulltime nha. Em có thể follow fanpage https://www.facebook.com/PlaystudiosVN để cập nhật tin tức tuyển dụng nha",1
